SkyId,pred_x1,pred_y1,pred_x2,pred_y2,pred_x3, pred_y3
Sky1,1786.581704,1343.704331,0.000000,0.000000,0.000000,0.000000
Sky2,4276.692598,2668.123310,0.000000,0.000000,0.000000,0.000000
Sky3,2656.532818,1312.981888,0.000000,0.000000,0.000000,0.000000
Sky4,2117.391564,2092.306867,0.000000,0.000000,0.000000,0.000000
Sky5,4036.634859,2654.767708,0.000000,0.000000,0.000000,0.000000
Sky6,4232.574134,3878.377946,0.000000,0.000000,0.000000,0.000000
Sky7,3821.718553,1895.339573,0.000000,0.000000,0.000000,0.000000
Sky8,1148.852178,3843.197857,0.000000,0.000000,0.000000,0.000000
Sky9,2760.816107,2685.757076,0.000000,0.000000,0.000000,0.000000
Sky10,4502.499480,627.052329,0.000000,0.000000,0.000000,0.000000
Sky11,3645.756721,2536.709135,0.000000,0.000000,0.000000,0.000000
Sky12,1446.261795,3829.496697,0.000000,0.000000,0.000000,0.000000
Sky13,3605.193527,2116.611969,0.000000,0.000000,0.000000,0.000000
Sky14,1867.119296,4941.528085,0.000000,0.000000,0.000000,0.000000
Sky15,1652.050697,706.073291,0.000000,0.000000,0.000000,0.000000
Sky16,3242.242842,2251.158715,0.000000,0.000000,0.000000,0.000000
Sky17,3310.505472,4548.946153,0.000000,0.000000,0.000000,0.000000
Sky18,1534.978418,4400.399957,0.000000,0.000000,0.000000,0.000000
Sky19,3953.897969,3073.200059,0.000000,0.000000,0.000000,0.000000
Sky20,478.192367,5119.293780,0.000000,0.000000,0.000000,0.000000
Sky21,3443.211943,2331.074243,0.000000,0.000000,0.000000,0.000000
Sky22,3061.744916,1465.489750,0.000000,0.000000,0.000000,0.000000
Sky23,3724.473121,254.894805,0.000000,0.000000,0.000000,0.000000
Sky24,985.521600,2550.542278,0.000000,0.000000,0.000000,0.000000
Sky25,3166.077073,3385.637834,0.000000,0.000000,0.000000,0.000000
Sky26,2341.920293,3835.328576,0.000000,0.000000,0.000000,0.000000
