SkyId,pred_x1,pred_y1,pred_x2,pred_y2,pred_x3, pred_y3
Sky1,1738.589144,2007.282461,0.000000,0.000000,0.000000,0.000000
Sky2,3927.928976,2774.266521,0.000000,0.000000,0.000000,0.000000
Sky3,3066.266353,1530.112564,0.000000,0.000000,0.000000,0.000000
Sky4,2015.261395,2386.102566,0.000000,0.000000,0.000000,0.000000
Sky5,3325.120522,2455.162514,0.000000,0.000000,0.000000,0.000000
Sky6,4176.895093,3708.911140,0.000000,0.000000,0.000000,0.000000
Sky7,3141.339947,2411.879751,0.000000,0.000000,0.000000,0.000000
Sky8,1136.873589,3415.543085,0.000000,0.000000,0.000000,0.000000
Sky9,3035.908756,3355.777126,0.000000,0.000000,0.000000,0.000000
Sky10,4650.430520,1348.719976,0.000000,0.000000,0.000000,0.000000
Sky11,3510.895600,2419.203028,0.000000,0.000000,0.000000,0.000000
Sky12,1146.853634,4094.463081,0.000000,0.000000,0.000000,0.000000
Sky13,4466.276786,2055.019563,0.000000,0.000000,0.000000,0.000000
Sky14,2255.691070,4537.491166,0.000000,0.000000,0.000000,0.000000
Sky15,1774.073068,138.851610,0.000000,0.000000,0.000000,0.000000
Sky16,3071.865768,2156.969932,0.000000,0.000000,0.000000,0.000000
Sky17,3560.048640,3719.025498,0.000000,0.000000,0.000000,0.000000
Sky18,1128.681482,4388.665035,0.000000,0.000000,0.000000,0.000000
Sky19,4231.414869,2676.755071,0.000000,0.000000,0.000000,0.000000
Sky20,110.833210,4605.313550,0.000000,0.000000,0.000000,0.000000
Sky21,2785.710751,3113.088323,0.000000,0.000000,0.000000,0.000000
Sky22,3626.341136,1817.954298,0.000000,0.000000,0.000000,0.000000
Sky23,3620.251689,783.757808,0.000000,0.000000,0.000000,0.000000
Sky24,1728.822394,2970.225525,0.000000,0.000000,0.000000,0.000000
Sky25,3736.133855,2741.090069,0.000000,0.000000,0.000000,0.000000
Sky26,2042.371414,3815.433134,0.000000,0.000000,0.000000,0.000000
Sky27,1185.890152,3930.846944,0.000000,0.000000,0.000000,0.000000
Sky28,2150.423014,3898.978619,0.000000,0.000000,0.000000,0.000000
Sky29,997.636969,1406.629758,0.000000,0.000000,0.000000,0.000000
Sky30,3847.727466,2865.422592,0.000000,0.000000,0.000000,0.000000
Sky31,110.959322,4244.725675,0.000000,0.000000,0.000000,0.000000
Sky32,3021.267660,3364.320903,0.000000,0.000000,0.000000,0.000000
Sky33,2936.071219,231.770914,0.000000,0.000000,0.000000,0.000000
Sky34,2482.135572,1551.756619,0.000000,0.000000,0.000000,0.000000
Sky35,2322.662195,3079.045303,0.000000,0.000000,0.000000,0.000000
Sky36,2492.643630,3614.719588,0.000000,0.000000,0.000000,0.000000
Sky37,2156.813717,1748.118426,0.000000,0.000000,0.000000,0.000000
Sky38,1086.306976,3032.910728,0.000000,0.000000,0.000000,0.000000
Sky39,4591.774914,4749.445428,0.000000,0.000000,0.000000,0.000000
Sky40,2193.883417,1326.051440,0.000000,0.000000,0.000000,0.000000
Sky41,2068.181511,933.836601,0.000000,0.000000,0.000000,0.000000
Sky42,2498.341519,3834.776172,0.000000,0.000000,0.000000,0.000000
Sky43,1895.445601,2716.725875,0.000000,0.000000,0.000000,0.000000
Sky44,4142.024520,3620.297740,0.000000,0.000000,0.000000,0.000000
Sky45,874.802965,4327.675575,0.000000,0.000000,0.000000,0.000000
Sky46,3494.291053,2793.960219,0.000000,0.000000,0.000000,0.000000
Sky47,4093.214437,2643.687295,0.000000,0.000000,0.000000,0.000000
Sky48,3061.690420,3459.001593,0.000000,0.000000,0.000000,0.000000
Sky49,2258.158216,3992.474561,0.000000,0.000000,0.000000,0.000000
Sky50,2356.532227,1383.757878,0.000000,0.000000,0.000000,0.000000
Sky51,1380.801091,1243.905131,0.000000,0.000000,0.000000,0.000000
Sky52,1911.044197,2312.879964,0.000000,0.000000,0.000000,0.000000
Sky53,2496.779732,1827.440011,0.000000,0.000000,0.000000,0.000000
Sky54,1789.939091,929.679430,0.000000,0.000000,0.000000,0.000000
Sky55,2995.447069,2987.378650,0.000000,0.000000,0.000000,0.000000
Sky56,855.425348,4166.848573,0.000000,0.000000,0.000000,0.000000
Sky57,806.666281,1999.133311,0.000000,0.000000,0.000000,0.000000
Sky58,2762.754631,4193.504794,0.000000,0.000000,0.000000,0.000000
Sky59,1432.274815,4588.958603,0.000000,0.000000,0.000000,0.000000
Sky60,3519.212552,4860.436307,0.000000,0.000000,0.000000,0.000000
Sky61,4202.503107,1167.996537,0.000000,0.000000,0.000000,0.000000
Sky62,1173.783801,3185.579948,0.000000,0.000000,0.000000,0.000000
Sky63,1013.485650,3070.484909,0.000000,0.000000,0.000000,0.000000
Sky64,3829.389359,1691.779411,0.000000,0.000000,0.000000,0.000000
Sky65,2768.815449,2607.485634,0.000000,0.000000,0.000000,0.000000
Sky66,5013.891577,2446.685685,0.000000,0.000000,0.000000,0.000000
Sky67,1973.090480,4169.728889,0.000000,0.000000,0.000000,0.000000
Sky68,3448.563248,1928.949829,0.000000,0.000000,0.000000,0.000000
Sky69,3038.005029,2602.268226,0.000000,0.000000,0.000000,0.000000
Sky70,2842.963124,2290.093444,0.000000,0.000000,0.000000,0.000000
Sky71,3497.610966,992.679515,0.000000,0.000000,0.000000,0.000000
Sky72,3839.195917,3510.307281,0.000000,0.000000,0.000000,0.000000
Sky73,2047.645170,1635.538857,0.000000,0.000000,0.000000,0.000000
Sky74,2887.694310,3426.945568,0.000000,0.000000,0.000000,0.000000
Sky75,1044.152746,844.640600,0.000000,0.000000,0.000000,0.000000
Sky76,1017.778554,3673.967575,0.000000,0.000000,0.000000,0.000000
Sky77,2915.278515,2149.842409,0.000000,0.000000,0.000000,0.000000
Sky78,1094.874732,1859.354561,0.000000,0.000000,0.000000,0.000000
Sky79,3266.390642,1320.144841,0.000000,0.000000,0.000000,0.000000
Sky80,3435.251954,841.184198,0.000000,0.000000,0.000000,0.000000
Sky81,1093.034229,2103.888731,0.000000,0.000000,0.000000,0.000000
Sky82,3703.264304,3107.766003,0.000000,0.000000,0.000000,0.000000
Sky83,2869.749338,2938.142315,0.000000,0.000000,0.000000,0.000000
Sky84,3593.689599,4521.140660,0.000000,0.000000,0.000000,0.000000
Sky85,2676.164405,3194.609952,0.000000,0.000000,0.000000,0.000000
Sky86,285.659183,4228.819479,0.000000,0.000000,0.000000,0.000000
Sky87,3621.744765,3702.275682,0.000000,0.000000,0.000000,0.000000
Sky88,2257.240091,1191.880697,0.000000,0.000000,0.000000,0.000000
Sky89,4035.550316,2298.650765,0.000000,0.000000,0.000000,0.000000
Sky90,1389.832046,2859.424926,0.000000,0.000000,0.000000,0.000000
Sky91,1613.237936,3382.093914,0.000000,0.000000,0.000000,0.000000
Sky92,3217.218734,4076.567260,0.000000,0.000000,0.000000,0.000000
Sky93,2658.233037,3117.093568,0.000000,0.000000,0.000000,0.000000
Sky94,4984.855832,3831.971596,0.000000,0.000000,0.000000,0.000000
Sky95,4337.511004,4179.710313,0.000000,0.000000,0.000000,0.000000
Sky96,4400.725948,3186.712731,0.000000,0.000000,0.000000,0.000000
Sky97,1286.393903,733.546841,0.000000,0.000000,0.000000,0.000000
Sky98,3060.459671,4201.872644,0.000000,0.000000,0.000000,0.000000
Sky99,3684.027255,3231.470971,0.000000,0.000000,0.000000,0.000000
Sky100,4063.278520,1151.217292,0.000000,0.000000,0.000000,0.000000
Sky101,5011.833662,700.195146,1672.606329,2067.926883,0.000000,0.000000
