SkyId,pred_x1,pred_y1,pred_x2,pred_y2,pred_x3, pred_y3
Sky1,1856.692494,1022.231360,0.000000,0.000000,0.000000,0.000000
Sky2,1869.295656,2007.000351,0.000000,0.000000,0.000000,0.000000
Sky3,2337.054545,1144.807545,0.000000,0.000000,0.000000,0.000000
Sky4,1775.546414,2152.980967,0.000000,0.000000,0.000000,0.000000
Sky5,3056.339905,1986.657571,0.000000,0.000000,0.000000,0.000000
Sky6,1977.017444,3951.236738,0.000000,0.000000,0.000000,0.000000
Sky7,3236.535385,1776.417875,0.000000,0.000000,0.000000,0.000000
Sky8,912.528448,2926.921293,0.000000,0.000000,0.000000,0.000000
Sky9,2648.748413,2615.058569,0.000000,0.000000,0.000000,0.000000
Sky10,2687.264532,1048.495674,0.000000,0.000000,0.000000,0.000000
Sky11,3072.384423,2098.806805,0.000000,0.000000,0.000000,0.000000
Sky12,659.459736,3301.569232,0.000000,0.000000,0.000000,0.000000
Sky13,3535.190555,1438.670560,0.000000,0.000000,0.000000,0.000000
Sky14,2446.450610,3151.594358,0.000000,0.000000,0.000000,0.000000
Sky15,1645.753344,40.270276,0.000000,0.000000,0.000000,0.000000
Sky16,2434.431933,1441.043845,0.000000,0.000000,0.000000,0.000000
Sky17,3400.933848,2428.467926,0.000000,0.000000,0.000000,0.000000
Sky18,1974.275049,2637.945374,0.000000,0.000000,0.000000,0.000000
Sky19,4199.999386,2635.611770,0.000000,0.000000,0.000000,0.000000
Sky20,732.515930,2042.484925,0.000000,0.000000,0.000000,0.000000
Sky21,2667.020985,2114.804159,0.000000,0.000000,0.000000,0.000000
Sky22,3069.900947,1302.646518,0.000000,0.000000,0.000000,0.000000
Sky23,3634.938505,100.136360,0.000000,0.000000,0.000000,0.000000
Sky24,1286.597314,2417.651798,0.000000,0.000000,0.000000,0.000000
Sky25,2829.971208,2584.341149,0.000000,0.000000,0.000000,0.000000
Sky26,1703.836384,2934.085138,0.000000,0.000000,0.000000,0.000000
Sky27,701.680222,2928.487289,0.000000,0.000000,0.000000,0.000000
Sky28,1863.801297,3562.990069,0.000000,0.000000,0.000000,0.000000
Sky29,249.863288,828.747087,0.000000,0.000000,0.000000,0.000000
Sky30,3267.592499,2762.731593,0.000000,0.000000,0.000000,0.000000
Sky31,528.706618,2332.797455,0.000000,0.000000,0.000000,0.000000
Sky32,2129.512199,2690.111572,0.000000,0.000000,0.000000,0.000000
Sky33,2330.810906,191.072226,0.000000,0.000000,0.000000,0.000000
Sky34,1994.173246,1282.407800,0.000000,0.000000,0.000000,0.000000
Sky35,2064.977639,2304.542681,0.000000,0.000000,0.000000,0.000000
Sky36,1537.688836,3614.058304,0.000000,0.000000,0.000000,0.000000
Sky37,1578.767943,1576.226303,0.000000,0.000000,0.000000,0.000000
Sky38,90.737604,2500.047914,0.000000,0.000000,0.000000,0.000000
Sky39,3478.745015,2235.768098,0.000000,0.000000,0.000000,0.000000
Sky40,1399.366308,407.022943,0.000000,0.000000,0.000000,0.000000
Sky41,1403.856650,857.850997,0.000000,0.000000,0.000000,0.000000
Sky42,2610.218862,3703.465893,0.000000,0.000000,0.000000,0.000000
Sky43,1365.043346,1828.275967,0.000000,0.000000,0.000000,0.000000
Sky44,3549.795783,3081.907726,0.000000,0.000000,0.000000,0.000000
Sky45,196.133195,2193.591942,0.000000,0.000000,0.000000,0.000000
Sky46,3189.974572,1917.384351,0.000000,0.000000,0.000000,0.000000
Sky47,2577.078490,2316.912032,0.000000,0.000000,0.000000,0.000000
Sky48,1844.953215,3057.020365,0.000000,0.000000,0.000000,0.000000
Sky49,2078.821673,3823.424542,0.000000,0.000000,0.000000,0.000000
Sky50,2364.022860,1031.019719,0.000000,0.000000,0.000000,0.000000
Sky51,559.263617,934.658215,0.000000,0.000000,0.000000,0.000000
Sky52,1427.126283,2153.158406,0.000000,0.000000,0.000000,0.000000
Sky53,2152.950332,1445.297036,0.000000,0.000000,0.000000,0.000000
Sky54,1963.506665,952.063419,0.000000,0.000000,0.000000,0.000000
Sky55,2419.680917,2998.977986,0.000000,0.000000,0.000000,0.000000
Sky56,55.318571,4160.427144,0.000000,0.000000,0.000000,0.000000
Sky57,41.680211,1050.195709,0.000000,0.000000,0.000000,0.000000
Sky58,3098.849754,1883.064876,0.000000,0.000000,0.000000,0.000000
Sky59,1098.385225,2794.747068,0.000000,0.000000,0.000000,0.000000
Sky60,3382.943237,2533.266049,0.000000,0.000000,0.000000,0.000000
Sky61,3391.813499,812.371556,0.000000,0.000000,0.000000,0.000000
Sky62,991.104019,3300.389380,0.000000,0.000000,0.000000,0.000000
Sky63,411.261387,2156.435266,0.000000,0.000000,0.000000,0.000000
Sky64,3284.678716,762.330601,0.000000,0.000000,0.000000,0.000000
Sky65,2718.941171,1668.011369,0.000000,0.000000,0.000000,0.000000
Sky66,2508.474936,1990.781818,0.000000,0.000000,0.000000,0.000000
Sky67,1943.728059,3840.657816,0.000000,0.000000,0.000000,0.000000
Sky68,3316.908969,1153.554236,0.000000,0.000000,0.000000,0.000000
Sky69,2918.044626,1646.293886,0.000000,0.000000,0.000000,0.000000
Sky70,2655.991282,1486.184499,0.000000,0.000000,0.000000,0.000000
Sky71,2230.301606,353.906325,0.000000,0.000000,0.000000,0.000000
Sky72,3603.101054,3451.113332,0.000000,0.000000,0.000000,0.000000
Sky73,1606.255231,1279.425260,0.000000,0.000000,0.000000,0.000000
Sky74,2297.070815,3236.468634,0.000000,0.000000,0.000000,0.000000
Sky75,245.598691,563.491784,0.000000,0.000000,0.000000,0.000000
Sky76,1002.174569,3711.843807,0.000000,0.000000,0.000000,0.000000
Sky77,1949.991973,2058.130284,0.000000,0.000000,0.000000,0.000000
Sky78,706.466170,1554.774341,0.000000,0.000000,0.000000,0.000000
Sky79,2566.448514,780.351810,0.000000,0.000000,0.000000,0.000000
Sky80,2855.076674,70.018790,0.000000,0.000000,0.000000,0.000000
Sky81,599.426310,1295.623753,0.000000,0.000000,0.000000,0.000000
Sky82,4102.672769,3554.529200,0.000000,0.000000,0.000000,0.000000
Sky83,2378.869679,2329.984077,0.000000,0.000000,0.000000,0.000000
Sky84,4054.677630,2339.318932,0.000000,0.000000,0.000000,0.000000
Sky85,1804.500789,2513.236883,0.000000,0.000000,0.000000,0.000000
Sky86,257.016954,3337.204103,0.000000,0.000000,0.000000,0.000000
Sky87,2107.004787,3378.425225,0.000000,0.000000,0.000000,0.000000
Sky88,1650.375016,441.469186,0.000000,0.000000,0.000000,0.000000
Sky89,3454.371330,2283.949611,0.000000,0.000000,0.000000,0.000000
Sky90,535.725281,1903.622107,0.000000,0.000000,0.000000,0.000000
Sky91,786.272667,3016.231549,0.000000,0.000000,0.000000,0.000000
Sky92,2702.284521,3442.745713,0.000000,0.000000,0.000000,0.000000
Sky93,2025.649616,2342.871150,0.000000,0.000000,0.000000,0.000000
Sky94,1843.567151,2816.358553,0.000000,0.000000,0.000000,0.000000
Sky95,4044.007053,2091.124670,0.000000,0.000000,0.000000,0.000000
Sky96,3394.356991,3068.190568,0.000000,0.000000,0.000000,0.000000
Sky97,510.312473,45.617723,0.000000,0.000000,0.000000,0.000000
Sky98,2905.644134,3812.975189,0.000000,0.000000,0.000000,0.000000
Sky99,3354.579448,2670.776818,0.000000,0.000000,0.000000,0.000000
Sky100,3832.542388,933.228979,0.000000,0.000000,0.000000,0.000000
Sky101,2827.016707,688.261714,0.064742,4050.298562,0.000000,0.000000
Sky102,46.009705,787.235165,3230.293124,157.583506,0.000000,0.000000
Sky103,3462.914137,3532.256512,1771.309722,2455.279931,0.000000,0.000000
Sky104,664.320979,3384.668368,528.851111,2516.538035,0.000000,0.000000
Sky105,499.848480,3666.713220,3774.446684,1578.314231,0.000000,0.000000
Sky106,908.013329,1722.943532,40.620606,4199.909639,0.000000,0.000000
Sky107,3805.595137,3177.441496,3068.890737,3570.439753,0.000000,0.000000
Sky108,2336.357740,1449.130164,1813.345151,1154.758433,0.000000,0.000000
Sky109,418.017820,1191.318568,3182.694631,4141.556361,0.000000,0.000000
Sky110,510.911812,1838.290800,2222.546076,0.000000,0.000000,0.000000
Sky111,3392.802186,0.172892,3412.125021,3571.730774,0.000000,0.000000
Sky112,741.193179,662.572088,2306.298539,3067.135578,0.000000,0.000000
Sky113,1408.405724,582.231177,260.768315,2113.728643,0.000000,0.000000
Sky114,1726.820287,2124.863898,1384.769969,1289.700107,0.000000,0.000000
Sky115,2854.628622,4129.544172,3322.076429,2315.807002,0.000000,0.000000
Sky116,3401.457937,2384.018489,1605.320693,2326.284192,0.000000,0.000000
Sky117,4074.489121,2266.937334,2905.461449,1275.390220,0.000000,0.000000
Sky118,467.286814,3566.973685,129.189266,1911.499282,0.000000,0.000000
Sky119,1921.061352,1224.512424,215.379274,1810.161717,0.000000,0.000000
Sky120,1351.009622,1648.563385,1350.002894,3534.964018,0.000000,0.000000
Sky121,2786.961173,3447.725089,269.856261,655.095805,0.000000,0.000000
Sky122,1710.580855,2132.957948,4035.818954,818.550909,0.000000,0.000000
Sky123,3441.859374,607.156020,2944.843075,3046.689114,0.000000,0.000000
Sky124,2299.236014,3690.150958,2694.586914,20.476622,0.000000,0.000000
Sky125,2107.385613,1940.028477,295.217518,2995.665251,0.000000,0.000000
Sky126,285.700215,3065.553404,1919.525504,1527.919499,0.000000,0.000000
Sky127,2482.554434,3651.068003,4146.875276,2617.992423,0.000000,0.000000
Sky128,3109.319862,1523.392871,757.601011,2597.943104,0.000000,0.000000
Sky129,3594.941627,1720.562997,2517.710886,1079.856554,0.000000,0.000000
Sky130,1252.392411,3217.852114,3066.398586,3491.616228,0.000000,0.000000
Sky131,3572.234756,2404.870974,2128.490630,2597.674398,0.000000,0.000000
Sky132,2372.896216,2282.149312,2588.247846,1623.995431,0.000000,0.000000
Sky133,2302.667788,2371.153538,4199.960253,4199.999999,0.000000,0.000000
Sky134,1998.960408,2833.336987,4199.982305,2894.527195,0.000000,0.000000
Sky135,690.788215,4104.175712,1478.459911,826.854831,0.000000,0.000000
