SkyId,pred_x1,pred_y1,pred_x2,pred_y2,pred_x3, pred_y3
Sky1,1049.650039,1071.629309,0.000000,0.000000,0.000000,0.000000
Sky2,3457.242047,1874.433040,0.000000,0.000000,0.000000,0.000000
Sky3,2361.805465,1168.223321,0.000000,0.000000,0.000000,0.000000
Sky4,1539.266878,1898.794806,0.000000,0.000000,0.000000,0.000000
Sky5,3068.820257,1991.192593,0.000000,0.000000,0.000000,0.000000
Sky6,4132.116081,3072.609729,0.000000,0.000000,0.000000,0.000000
Sky7,3131.632651,1794.376681,0.000000,0.000000,0.000000,0.000000
Sky8,914.556039,2932.959984,0.000000,0.000000,0.000000,0.000000
Sky9,2670.459650,2662.366005,0.000000,0.000000,0.000000,0.000000
Sky10,3949.567147,641.401047,0.000000,0.000000,0.000000,0.000000
Sky11,3069.768306,2101.667755,0.000000,0.000000,0.000000,0.000000
Sky12,648.349035,3324.831971,0.000000,0.000000,0.000000,0.000000
Sky13,3529.035615,1433.661815,0.000000,0.000000,0.000000,0.000000
Sky14,1222.176834,4028.031170,0.000000,0.000000,0.000000,0.000000
Sky15,1651.481772,29.350121,0.000000,0.000000,0.000000,0.000000
Sky16,2433.057623,1436.180210,0.000000,0.000000,0.000000,0.000000
Sky17,2916.391653,3538.558826,0.000000,0.000000,0.000000,0.000000
Sky18,1060.438270,3849.569531,0.000000,0.000000,0.000000,0.000000
Sky19,3840.072145,2249.599304,0.000000,0.000000,0.000000,0.000000
Sky20,1796.293463,3181.989567,0.000000,0.000000,0.000000,0.000000
Sky21,2657.634508,2110.430306,0.000000,0.000000,0.000000,0.000000
Sky22,3081.007473,1304.189527,0.000000,0.000000,0.000000,0.000000
Sky23,3491.007372,31.154452,0.000000,0.000000,0.000000,0.000000
Sky24,743.798849,2091.744090,0.000000,0.000000,0.000000,0.000000
Sky25,2824.155181,2579.450985,0.000000,0.000000,0.000000,0.000000
Sky26,1720.480473,2945.648702,0.000000,0.000000,0.000000,0.000000
Sky27,702.391329,2918.220507,0.000000,0.000000,0.000000,0.000000
Sky28,1864.146477,3561.677632,0.000000,0.000000,0.000000,0.000000
Sky29,255.370203,832.558507,0.000000,0.000000,0.000000,0.000000
Sky30,3267.862221,2763.738619,0.000000,0.000000,0.000000,0.000000
Sky31,136.285753,3202.725438,0.000000,0.000000,0.000000,0.000000
Sky32,2131.215753,2688.218283,0.000000,0.000000,0.000000,0.000000
Sky33,2331.763806,191.249295,0.000000,0.000000,0.000000,0.000000
Sky34,1998.945667,1284.961921,0.000000,0.000000,0.000000,0.000000
Sky35,2076.953175,2306.421763,0.000000,0.000000,0.000000,0.000000
Sky36,1562.177803,3594.018895,0.000000,0.000000,0.000000,0.000000
Sky37,1587.261760,1606.188608,0.000000,0.000000,0.000000,0.000000
Sky38,97.601608,2492.385511,0.000000,0.000000,0.000000,0.000000
Sky39,4070.887884,4008.566978,0.000000,0.000000,0.000000,0.000000
Sky40,1398.001915,408.851184,0.000000,0.000000,0.000000,0.000000
Sky41,1395.174784,852.539735,0.000000,0.000000,0.000000,0.000000
Sky42,2303.782824,3932.158956,0.000000,0.000000,0.000000,0.000000
Sky43,1376.920759,1836.159710,0.000000,0.000000,0.000000,0.000000
Sky44,3543.213874,3086.107042,0.000000,0.000000,0.000000,0.000000
Sky45,915.666289,3365.573338,0.000000,0.000000,0.000000,0.000000
Sky46,3200.315044,1920.307699,0.000000,0.000000,0.000000,0.000000
Sky47,3290.645862,2163.463493,0.000000,0.000000,0.000000,0.000000
Sky48,2091.623136,2946.529101,0.000000,0.000000,0.000000,0.000000
Sky49,2079.675290,3812.298880,0.000000,0.000000,0.000000,0.000000
Sky50,2355.973789,1030.809647,0.000000,0.000000,0.000000,0.000000
Sky51,563.954855,941.510094,0.000000,0.000000,0.000000,0.000000
Sky52,1431.873784,2159.942816,0.000000,0.000000,0.000000,0.000000
Sky53,2137.817855,1444.548508,0.000000,0.000000,0.000000,0.000000
Sky54,1159.958516,271.377462,0.000000,0.000000,0.000000,0.000000
