SkyId,pred_x1,pred_y1,pred_x2,pred_y2,pred_x3, pred_y3
Sky1,1042.800650,1061.442505,0.000000,0.000000,0.000000,0.000000
Sky2,3665.994085,1934.912597,0.000000,0.000000,0.000000,0.000000
Sky3,2336.480291,1144.917030,0.000000,0.000000,0.000000,0.000000
Sky4,1777.294588,1503.634170,0.000000,0.000000,0.000000,0.000000
Sky5,3056.323584,1986.629090,0.000000,0.000000,0.000000,0.000000
Sky6,4144.495555,3045.328861,0.000000,0.000000,0.000000,0.000000
Sky7,3130.220490,1801.277272,0.000000,0.000000,0.000000,0.000000
Sky8,912.707216,2926.400623,0.000000,0.000000,0.000000,0.000000
Sky9,2648.451126,2614.857566,0.000000,0.000000,0.000000,0.000000
Sky10,3948.465469,641.300284,0.000000,0.000000,0.000000,0.000000
Sky11,3072.643568,2099.228156,0.000000,0.000000,0.000000,0.000000
Sky12,661.148581,3302.353466,0.000000,0.000000,0.000000,0.000000
Sky13,3535.084652,1438.623382,0.000000,0.000000,0.000000,0.000000
Sky14,1500.446822,3970.784439,0.000000,0.000000,0.000000,0.000000
Sky15,1645.859522,40.552762,0.000000,0.000000,0.000000,0.000000
Sky16,2434.349674,1440.705742,0.000000,0.000000,0.000000,0.000000
Sky17,2893.458453,3572.452204,0.000000,0.000000,0.000000,0.000000
Sky18,1068.848932,3852.363220,0.000000,0.000000,0.000000,0.000000
Sky19,3830.745114,2226.618208,0.000000,0.000000,0.000000,0.000000
Sky20,0.150294,4200.000000,0.000000,0.000000,0.000000,0.000000
Sky21,2667.072599,2114.717520,0.000000,0.000000,0.000000,0.000000
Sky22,3070.310205,1303.901619,0.000000,0.000000,0.000000,0.000000
Sky23,3499.818774,34.226770,0.000000,0.000000,0.000000,0.000000
Sky24,748.674292,2091.310266,0.000000,0.000000,0.000000,0.000000
Sky25,2830.369261,2583.709492,0.000000,0.000000,0.000000,0.000000
Sky26,1640.541997,2718.133079,0.000000,0.000000,0.000000,0.000000
Sky27,701.810681,2928.423544,0.000000,0.000000,0.000000,0.000000
Sky28,1864.448840,3560.513929,0.000000,0.000000,0.000000,0.000000
Sky29,249.994708,829.261080,0.000000,0.000000,0.000000,0.000000
Sky30,3267.665754,2762.767841,0.000000,0.000000,0.000000,0.000000
Sky31,130.878311,3182.799784,0.000000,0.000000,0.000000,0.000000
Sky32,2129.564164,2690.151933,0.000000,0.000000,0.000000,0.000000
Sky33,2330.790256,191.057849,0.000000,0.000000,0.000000,0.000000
Sky34,1994.247631,1282.595947,0.000000,0.000000,0.000000,0.000000
Sky35,2065.360409,2304.056704,0.000000,0.000000,0.000000,0.000000
Sky36,1537.674845,3614.060066,0.000000,0.000000,0.000000,0.000000
Sky37,1578.842408,1576.440234,0.000000,0.000000,0.000000,0.000000
Sky38,90.564805,2499.724073,0.000000,0.000000,0.000000,0.000000
Sky39,4079.160210,3996.423695,0.000000,0.000000,0.000000,0.000000
Sky40,1418.530760,378.498998,0.000000,0.000000,0.000000,0.000000
