SkyId,pred_x1,pred_y1,pred_x2,pred_y2,pred_x3, pred_y3
Sky1,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky2,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky3,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky4,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky5,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky6,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky7,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky8,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky9,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky10,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky11,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky12,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky13,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky14,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky15,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky16,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky17,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky18,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky19,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky20,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky21,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky22,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky23,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky24,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky25,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky26,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky27,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky28,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky29,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky30,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky31,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky32,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky33,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky34,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky35,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky36,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky37,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky38,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky39,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky40,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky41,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky42,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky43,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky44,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky45,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky46,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky47,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky48,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky49,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky50,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky51,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky52,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky53,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky54,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky55,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky56,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky57,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky58,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky59,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky60,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky61,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky62,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky63,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky64,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky65,0.000000,0.000000,0.0,0.0,0.0,0.0
Sky66,0.000000,0.000000,0.0,0.0,0.0,0.0
